STATISTICHE UFFICIALI 2014/2015,,,,,,,,,,,,,,,,,,,,
Solo su WWW.FANTAGAZZETTA.COMi voti alle prime luci dell'alba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Codice,Ruolo,Calciatore,Squadra,P,Amm,Esp,Gf,Gs,assist,As,Af,Rp,R-,R+,Aut,Gv,Media Voto,Gp,FantaMedia,FantaMedia+
94,C,HETEMAJ,CHIEVO,31,9,0,0,0,0,0,0,0,0,0,0,0,6.03,0,5.89,5.89
287,C,POLI,MILAN,29,5,0,1,0,0,0,0,0,0,0,0,0,6.03,0,6.05,6.05
895,C,M'POKU,CAGLIARI,16,4,0,3,0,0,0,0,0,0,0,0,0,6.03,0,6.47,6.47
528,C,IONITA,VERONA,16,4,0,2,0,0,0,0,0,0,0,0,1,6.03,1,6.28,6.28
198,C,GUARIN,INTER,28,5,0,6,0,6,6,0,0,0,0,0,2,6.02,0,6.57,6.79
161,C,ANTONELLI,MILAN,31,6,0,4,0,1,1,0,0,0,0,0,1,6.02,1,6.31,6.34
146,C,LAZZARI,FIORENTINA,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6
181,C,STURARO,JUVENTUS,22,6,1,1,0,0,0,0,0,0,0,0,1,6,0,5.95,5.95
225,C,ASAMOAH,JUVENTUS,7,2,0,0,0,0,0,0,0,0,0,0,0,6,0,5.86,5.86
116,C,MORO,EMPOLI,4,1,0,0,0,0,0,0,0,0,0,0,0,6,0,5.88,5.88
117,C,PUCCIARELLI,EMPOLI,32,2,0,5,0,3,3,0,0,0,0,0,0,6,1,6.44,6.53
418,C,OBIANG,SAMPDORIA,34,12,0,3,0,1,1,0,0,0,0,0,0,6,0,6.09,6.12
525,C,CHRISTODOULOPOULOS,VERONA,20,3,0,1,0,4,4,0,0,0,0,0,1,6,0,6.08,6.28
530,C,OBBADI,VERONA,20,6,0,1,0,1,1,0,0,0,0,0,1,6,0,6,6.05
